"REF_DATE","GEO","DGUID","Type of crop","Supply and disposition of grains","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","621.4","","","","1"
"2018-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1008.3","","","","1"
"2018-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1538.0","","","","1"
"2018-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","727.4","","","","1"
"2019-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1328.0","","","","1"
"2019-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","2033.2","","","","1"
"2019-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","810.3","","","","1"
"2020-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1536.8","","","","1"
"2020-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","2734.9","","","","1"
"2020-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1194.5","","","","1"
"2021-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1585.8","","","","1"
"2021-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","2327.5","","","","1"
"2021-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","786.6","","","","1"
"2022-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","949.3","","","","1"
"2022-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1602.8","","","","1"
"2022-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1067.8","","","","1"
"2023-03","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","1553.7","","","","1"
"2023-07","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","2208.5","","","","1"
"2023-12","Canada","2016A000011124","Lentils","Total exports","Metric tonnes","214","thousands","3","v73866639","1.11.8","865.4","","","","1"
"2010-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","250.5","","","","1"
"2010-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","250.6","","","","1"
"2010-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","264.2","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","264.3","","","","1"
"2011-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","264.5","","","","1"
"2011-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","246.1","","","","1"
"2012-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","246.2","","","","1"
"2012-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","246.5","","","","1"
"2012-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","202.0","","","","1"
"2013-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","202.1","","","","1"
"2013-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","202.9","","","","1"
"2013-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","x","","","1"
"2014-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","x","","","1"
"2014-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","x","","","1"
"2014-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","x","","","1"
"2017-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","..","","","1"
"2018-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","..","","","1"
"2018-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","","..","","","1"
"2018-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","229.6","","","","1"
"2019-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","232.2","","","","1"
"2019-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","235.5","","","","1"
"2019-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","209.9","","","","1"
"2020-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","211.4","","","","1"
"2020-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","214.2","","","","1"
"2020-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","187.7","","","","1"
"2021-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","189.3","","","","1"
"2021-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","190.9","","","","1"
"2021-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","124.5","","","","1"
"2022-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","129.3","","","","1"
"2022-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","130.0","","","","1"
"2022-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","182.8","","","","1"
"2023-03","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","186.6","","","","1"
"2023-07","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","189.2","","","","1"
"2023-12","Canada","2016A000011124","Mustard seed","Total supplies","Metric tonnes","214","thousands","3","v73866646","1.12.1","216.5","","","","1"
"2010-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.2","","","","1"
"2010-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.3","","","","1"
"2010-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.2","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.3","","","","1"
"2011-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.5","","","","1"
"2011-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.1","","","","1"
"2012-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.2","","","","1"
"2012-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.5","","","","1"
"2012-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.4","","","","1"
"2013-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.5","","","","1"
"2013-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","1.3","","","","1"
"2013-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","x","","","1"
"2014-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","x","","","1"
"2014-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","x","","","1"
"2014-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","x","","","1"
"2017-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","..","","","1"
"2018-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","..","","","1"
"2018-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","","..","","","1"
"2018-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","2.6","","","","1"
"2019-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","5.1","","","","1"
"2019-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","8.4","","","","1"
"2019-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","2.6","","","","1"
"2020-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","4.1","","","","1"
"2020-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","6.9","","","","1"
"2020-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","2.7","","","","1"
"2021-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","4.3","","","","1"
"2021-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","5.9","","","","1"
"2021-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","3.4","","","","1"
"2022-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","8.3","","","","1"
"2022-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","9.0","","","","1"
"2022-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","4.8","","","","1"
"2023-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","8.5","","","","1"
"2023-07","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","11.0","","","","1"
"2023-12","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","6.2","","","","1"
"2010-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","74.3","","","","1"
"2010-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","128.0","","","","1"
"2010-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","42.8","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","73.2","","","","1"
"2011-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","123.5","","","","1"
"2011-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","48.8","","","","1"
"2012-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","76.0","","","","1"
"2012-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","115.2","","","","1"
"2012-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","48.3","","","","1"
"2013-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","77.8","","","","1"
"2013-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","119.8","","","","1"
"2013-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","x","","","1"
"2014-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","x","","","1"
"2014-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","x","","","1"
"2014-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","x","","","1"
"2017-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","..","","","1"
"2018-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","..","","","1"
"2018-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","","..","","","1"
"2018-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","48.7","","","","1"
"2019-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","81.5","","","","1"
"2019-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","121.1","","","","1"
"2019-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","47.1","","","","1"
"2020-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","73.3","","","","1"
"2020-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","111.8","","","","1"
"2020-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","46.0","","","","1"
"2021-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","74.2","","","","1"
"2021-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","110.6","","","","1"
"2021-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","42.2","","","","1"
"2022-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","64.2","","","","1"
"2022-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","89.5","","","","1"
"2022-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","39.2","","","","1"
"2023-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","72.8","","","","1"
"2023-07","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","109.8","","","","1"
"2023-12","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","37.3","","","","1"
"2010-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","274.4","","","","1"
"2010-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","274.4","","","","1"
"2010-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","222.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","222.5","","","","1"
"2011-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","222.5","","","","1"
"2011-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","158.6","","","","1"
"2012-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","158.6","","","","1"
"2012-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","158.6","","","","1"
"2012-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","166.7","","","","1"
"2013-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","166.8","","","","1"
"2013-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","166.8","","","","1"
"2013-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","x","","","1"
"2014-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","x","","","1"
"2014-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","x","","","1"
"2014-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","x","","","1"
"2017-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","..","","","1"
"2018-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","..","","","1"
"2018-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","","..","","","1"
"2018-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","173.8","","","","1"
"2019-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","173.8","","","","1"
"2019-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","173.8","","","","1"
"2019-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","185.7","","","","1"
"2020-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","185.7","","","","1"
"2020-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","185.7","","","","1"
"2020-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","240.8","","","","1"
"2021-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","240.8","","","","1"
"2021-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","240.8","","","","1"
"2021-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","200.7","","","","1"
"2022-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","200.8","","","","1"
"2022-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","200.9","","","","1"
"2022-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","213.3","","","","1"
"2023-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","213.3","","","","1"
"2023-07","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","213.3","","","","1"
"2023-12","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","169.1","","","","1"
"2010-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2010-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2010-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2011-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2011-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2012-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2012-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2012-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2013-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2013-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2013-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","x","","","1"
"2014-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","x","","","1"
"2014-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","x","","","1"
"2014-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","x","","","1"
"2017-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","..","","","1"
"2018-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","..","","","1"
"2018-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","","..","","","1"
"2018-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2019-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2019-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2019-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2020-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2020-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2020-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2021-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2021-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2021-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2022-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2022-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2022-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2023-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2023-07","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.1","","","","1"
"2023-12","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2010-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","109.3","","","","1"
"2010-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","181.3","","","","1"
"2010-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","58.8","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","102.2","","","","1"
"2011-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","178.9","","","","1"
"2011-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","58.2","","","","1"
"2012-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","88.2","","","","1"
"2012-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","126.4","","","","1"
"2012-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","52.8","","","","1"
"2013-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","77.8","","","","1"
"2013-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","136.2","","","","1"
"2013-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","x","","","1"
"2014-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","x","","","1"
"2014-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","x","","","1"
"2014-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","x","","","1"
"2017-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","..","","","1"
"2018-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","..","","","1"
"2018-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","","..","","","1"
"2018-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","64.2","","","","1"
"2019-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","100.5","","","","1"
"2019-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","155.7","","","","1"
"2019-12","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","77.6","","","","1"
"2020-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","107.4","","","","1"
"2020-07","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","161.0","","","","1"
